Date;Temp;Humid
2014-10-28 13:31:43; 27; 46
2014-10-28 13:32:46; 27; 46
2014-10-28 13:33:47; 27; 46
2014-10-28 13:34:47; 27; 46
2014-10-28 13:35:48; 27; 46
2014-10-28 13:36:48; 27; 46
2014-10-28 13:37:49; 27; 46
2014-10-28 13:38:50; 27; 46
2014-10-28 13:39:50; 27; 46
2014-10-28 13:40:51; 27; 46
2014-10-28 13:41:51; 27; 46
2014-10-28 13:42:52; 27; 46
2014-10-28 13:43:55; 27; 46
2014-10-28 13:44:55; 27; 46
2014-10-28 13:45:56; 27; 46
2014-10-28 13:46:57; 27; 46
2014-10-28 13:47:57; 27; 46
2014-10-28 13:48:58; 27; 46
2014-10-28 13:49:58; 28; 46
2014-10-28 13:51:01; 28; 46
2014-10-28 13:52:02; 28; 46
2014-10-28 13:53:03; 28; 45
2014-10-28 13:54:06; 28; 45
2014-10-28 13:55:09; 28; 45
2014-10-28 13:56:09; 28; 45
2014-10-28 13:57:13; 28; 45
2014-10-28 13:58:16; 29; 44
2014-10-28 13:59:16; 28; 45
2014-10-28 14:00:19; 28; 45
2014-10-28 14:01:20; 28; 45
2014-10-28 14:02:20; 28; 45
2014-10-28 14:03:21; 28; 45
2014-10-28 14:04:22; 29; 44
2014-10-28 14:05:22; 29; 44
2014-10-28 14:06:23; 29; 44
2014-10-28 14:07:23; 29; 44
2014-10-28 14:08:24; 29; 43
2014-10-28 14:09:25; 29; 43
2014-10-28 14:10:25; 29; 43
2014-10-28 14:11:26; 29; 44
2014-10-28 14:12:26; 29; 43
2014-10-28 14:13:27; 29; 43
2014-10-28 14:14:30; 29; 43
2014-10-28 14:15:30; 29; 43
2014-10-28 14:16:33; 29; 43
2014-10-28 14:17:34; 29; 43
2014-10-28 14:18:37; 29; 43
2014-10-28 14:19:38; 29; 43
2014-10-28 14:20:38; 29; 43
2014-10-28 14:21:39; 29; 43
2014-10-28 14:22:39; 29; 43
2014-10-28 14:23:40; 29; 43
2014-10-28 14:24:41; 29; 43
2014-10-28 14:25:41; 29; 43
2014-10-28 14:26:42; 29; 43
2014-10-28 14:27:42; 29; 43
2014-10-28 14:28:45; 29; 43
2014-10-28 14:29:49; 29; 43
2014-10-28 14:30:49; 29; 43
2014-10-28 14:31:50; 29; 43
2014-10-28 14:32:53; 29; 43
2014-10-28 14:33:53; 29; 43
2014-10-28 14:34:54; 29; 43
2014-10-28 14:35:57; 29; 43
2014-10-28 14:36:58; 29; 43
2014-10-28 14:37:58; 28; 44
2014-10-28 14:38:59; 28; 44
2014-10-28 14:39:59; 28; 44
2014-10-28 14:41:00; 28; 44
2014-10-28 14:42:00; 28; 44
2014-10-28 14:43:01; 28; 44
2014-10-28 14:44:02; 28; 44
2014-10-28 14:45:05; 27; 44
2014-10-28 14:46:05; 27; 44
2014-10-28 14:47:08; 27; 44
2014-10-28 14:48:09; 27; 44
2014-10-28 14:49:10; 27; 44
2014-10-28 14:50:10; 27; 44
2014-10-28 14:51:11; 27; 44
2014-10-28 14:52:11; 27; 44
2014-10-28 14:53:14; 27; 44
2014-10-28 14:54:15; 27; 44
2014-10-28 14:55:16; 27; 44
2014-10-28 14:56:16; 27; 44
2014-10-28 14:57:17; 27; 44
2014-10-28 14:58:22; 27; 44
2014-10-28 14:59:23; 26; 45
2014-10-28 15:00:23; 26; 45
2014-10-28 15:01:24; 26; 46
2014-10-28 15:02:25; 26; 45
2014-10-28 15:03:25; 26; 45
2014-10-28 15:04:26; 26; 45
2014-10-28 15:05:29; 26; 46
2014-10-28 15:06:29; 26; 45
2014-10-28 15:07:30; 26; 46
2014-10-28 15:08:31; 26; 46
2014-10-28 15:09:31; 25; 46
2014-10-28 15:10:34; 25; 46
2014-10-28 15:11:35; 25; 46
2014-10-28 15:12:35; 25; 46
2014-10-28 15:13:36; 25; 46
2014-10-28 15:14:37; 25; 46
2014-10-28 15:15:37; 25; 46
2014-10-28 15:16:38; 25; 46
2014-10-28 15:17:38; 25; 45
2014-10-28 15:18:39; 25; 46
2014-10-28 15:19:39; 25; 46
2014-10-28 15:20:40; 25; 46
2014-10-28 15:21:41; 25; 46
2014-10-28 15:22:41; 25; 46
2014-10-28 15:23:44; 25; 46
2014-10-28 15:24:45; 25; 46
2014-10-28 15:25:45; 25; 46
2014-10-28 15:26:46; 25; 46
2014-10-28 15:27:49; 25; 46
2014-10-28 15:28:50; 25; 46
2014-10-28 15:29:50; 25; 46
2014-10-28 15:30:51; 25; 46
2014-10-28 15:31:54; 25; 46
2014-10-28 15:32:55; 25; 46
2014-10-28 15:33:58; 25; 46
2014-10-28 15:34:58; 25; 46
2014-10-28 15:36:04; 25; 46
2014-10-28 15:37:04; 25; 46
2014-10-28 15:38:05; 25; 46
2014-10-28 15:39:08; 25; 46
2014-10-28 15:40:09; 25; 46
2014-10-28 15:41:12; 25; 46
2014-10-28 15:42:12; 25; 46
2014-10-28 15:43:13; 25; 46
2014-10-28 15:44:14; 25; 46
2014-10-28 15:45:14; 25; 46
2014-10-28 15:46:15; 25; 46
2014-10-28 15:47:15; 25; 46
2014-10-28 15:48:18; 25; 46
2014-10-28 15:49:19; 25; 46
2014-10-28 15:50:20; 25; 46
2014-10-28 15:51:20; 25; 46
2014-10-28 15:52:21; 25; 46
2014-10-28 15:53:24; 25; 46
2014-10-28 15:54:24; 25; 46
2014-10-28 15:55:25; 25; 46
2014-10-28 15:56:26; 25; 46
2014-10-28 15:57:29; 25; 46
2014-10-28 15:58:32; 25; 46
2014-10-28 15:59:32; 25; 46
2014-10-28 16:00:33; 25; 46
2014-10-28 16:01:33; 25; 46
2014-10-28 16:02:39; 25; 46
2014-10-28 16:03:40; 25; 46
2014-10-28 16:04:43; 25; 46
2014-10-28 16:05:43; 25; 46
2014-10-28 16:06:44; 25; 46
2014-10-28 16:07:45; 25; 46
2014-10-28 16:08:45; 25; 47
2014-10-28 16:09:48; 25; 46
2014-10-28 16:10:49; 25; 46
2014-10-28 16:11:49; 25; 46
2014-10-28 16:12:50; 24; 47
2014-10-28 16:13:51; 24; 47
2014-10-28 16:14:51; 24; 47
2014-10-28 16:15:52; 24; 46
2014-10-28 16:16:52; 24; 47
2014-10-28 16:17:53; 24; 47
2014-10-28 16:18:53; 24; 47
2014-10-28 16:19:54; 23; 47
2014-10-28 16:20:55; 23; 47
2014-10-28 16:21:55; 23; 47
2014-10-28 16:22:56; 23; 47
2014-10-28 16:23:56; 23; 47
2014-10-28 16:24:59; 23; 48
2014-10-28 16:26:00; 23; 47
2014-10-28 16:27:01; 23; 47
2014-10-28 16:28:01; 23; 48
2014-10-28 16:29:02; 23; 48
2014-10-28 16:30:10; 23; 48
2014-10-28 16:31:10; 23; 47
2014-10-28 16:32:11; 23; 48
2014-10-28 16:33:12; 23; 48
2014-10-28 16:34:12; 23; 48
2014-10-28 16:35:13; 23; 48
2014-10-28 16:36:13; 23; 48
2014-10-28 16:37:14; 23; 48
2014-10-28 16:38:17; 22; 49
2014-10-28 16:39:18; 22; 49
2014-10-28 16:40:18; 22; 49
2014-10-28 16:41:19; 22; 49
2014-10-28 16:42:19; 22; 49
2014-10-28 16:43:20; 22; 49
2014-10-28 16:44:21; 22; 49
2014-10-28 16:45:21; 22; 49
2014-10-28 16:46:22; 22; 49
2014-10-28 16:47:22; 22; 49
2014-10-28 16:48:23; 22; 49
2014-10-28 16:49:23; 22; 49
2014-10-28 16:50:24; 22; 49
2014-10-28 16:51:25; 22; 49
2014-10-28 16:52:25; 22; 50
2014-10-28 16:53:26; 22; 49
2014-10-28 16:54:26; 22; 49
2014-10-28 16:55:27; 22; 49
2014-10-28 16:56:28; 22; 50
2014-10-28 16:57:28; 22; 49
2014-10-28 16:58:29; 22; 50
2014-10-28 16:59:29; 22; 50
2014-10-28 17:00:32; 22; 50
2014-10-28 17:01:36; 22; 50
2014-10-28 17:02:36; 22; 50
2014-10-28 17:03:37; 22; 49
2014-10-28 17:04:37; 22; 50
2014-10-28 17:05:38; 22; 50
2014-10-28 17:06:38; 22; 50
2014-10-28 17:07:39; 22; 50
2014-10-28 17:08:40; 22; 50
2014-10-28 17:09:40; 22; 50
2014-10-28 17:10:46; 22; 50
2014-10-28 17:11:46; 22; 50
2014-10-28 17:12:47; 22; 50
2014-10-28 17:13:48; 22; 50
2014-10-28 17:14:51; 22; 50
2014-10-28 17:15:51; 22; 50
2014-10-28 17:16:54; 22; 50
2014-10-28 17:17:55; 22; 50
2014-10-28 17:18:55; 22; 50
2014-10-28 17:19:56; 22; 50
2014-10-28 17:21:02; 22; 50
2014-10-28 17:22:05; 22; 51
2014-10-28 17:23:05; 22; 50
2014-10-28 17:24:08; 21; 50
2014-10-28 17:25:09; 21; 50
2014-10-28 17:26:10; 21; 50
2014-10-28 17:27:10; 21; 50
2014-10-28 17:28:11; 21; 50
2014-10-28 17:29:14; 21; 50
2014-10-28 17:30:17; 21; 50
2014-10-28 17:31:18; 21; 50
2014-10-28 17:32:18; 21; 50
2014-10-28 17:33:19; 21; 50
2014-10-28 17:34:19; 21; 50
2014-10-28 17:35:20; 21; 50
2014-10-28 17:36:21; 21; 50
2014-10-28 17:37:21; 21; 50
2014-10-28 17:38:22; 21; 51
2014-10-28 17:39:22; 21; 51
2014-10-28 17:40:23; 21; 51
2014-10-28 17:41:23; 21; 51
2014-10-28 17:42:24; 21; 51
2014-10-28 17:43:25; 21; 51
2014-10-28 17:44:25; 21; 51
2014-10-28 17:45:26; 21; 51
2014-10-28 17:46:29; 21; 51
2014-10-28 17:47:29; 21; 51
2014-10-28 17:48:30; 21; 51
2014-10-28 17:49:31; 21; 51
2014-10-28 17:50:31; 21; 51
2014-10-28 17:51:34; 21; 52
2014-10-28 17:52:35; 21; 51
2014-10-28 17:53:35; 21; 52
2014-10-28 17:54:36; 21; 52
2014-10-28 17:55:36; 21; 52
2014-10-28 17:56:37; 21; 52
2014-10-28 17:57:43; 21; 51
2014-10-28 17:58:46; 21; 52
2014-10-28 17:59:46; 21; 51
2014-10-28 18:00:47; 21; 51
2014-10-28 18:01:48; 21; 51
2014-10-28 18:02:48; 21; 51
2014-10-28 18:03:49; 21; 51
2014-10-28 18:04:49; 21; 51
2014-10-28 18:05:50; 21; 51
2014-10-28 18:06:50; 21; 51
2014-10-28 18:07:51; 21; 51
2014-10-28 18:08:52; 21; 51
2014-10-28 18:09:57; 21; 51
2014-10-28 18:10:58; 21; 51
2014-10-28 18:11:58; 21; 51
2014-10-28 18:12:59; 21; 51
2014-10-28 18:14:00; 21; 52
2014-10-28 18:15:00; 21; 52
2014-10-28 18:16:01; 21; 52
2014-10-28 18:17:01; 21; 52
2014-10-28 18:18:02; 21; 52
2014-10-28 18:19:05; 21; 51
2014-10-28 18:20:06; 21; 51
2014-10-28 18:21:09; 21; 52
2014-10-28 18:22:09; 21; 51
2014-10-28 18:23:10; 21; 52
2014-10-28 18:24:10; 21; 52
2014-10-28 18:25:11; 21; 52
2014-10-28 18:26:12; 21; 52
2014-10-28 18:27:12; 21; 53
2014-10-28 18:28:13; 21; 52
2014-10-28 18:29:13; 21; 53
2014-10-28 18:30:14; 21; 52
2014-10-28 18:31:14; 21; 52
2014-10-28 18:32:15; 20; 53
2014-10-28 18:33:18; 21; 52
2014-10-28 18:34:19; 21; 52
2014-10-28 18:35:19; 20; 53
2014-10-28 18:36:22; 21; 52
